,GEOID,month,filings_2020
2224,78731,01/2022,1
2225,78731,02/2022,7
2226,78731,03/2022,12
2227,78731,04/2022,3
2228,78731,05/2022,9
2229,78731,06/2022,9
2230,78731,07/2022,5
2231,78731,08/2022,10
2232,78731,09/2022,7
2233,78731,10/2022,2
2234,78731,11/2022,2
2235,78731,12/2022,6
2236,78731,01/2023,5
2237,78731,02/2023,7
2238,78731,03/2023,8
2239,78731,04/2023,11
2240,78731,05/2023,8
2241,78731,06/2023,11
2242,78731,07/2023,7
2243,78731,08/2023,0
2244,78732,01/2020,13
2245,78732,02/2020,7
2246,78732,03/2020,1
2247,78732,04/2020,0
2248,78732,05/2020,0
2249,78732,06/2020,1
2250,78732,07/2020,0
2251,78732,08/2020,0
2252,78732,09/2020,0
2253,78732,10/2020,1
2254,78732,11/2020,0
2255,78732,12/2020,0
2256,78732,01/2021,0
2257,78732,02/2021,1
2258,78732,03/2021,0
2259,78732,04/2021,1
2260,78732,05/2021,4
2261,78732,06/2021,0
2262,78732,07/2021,0
2263,78732,08/2021,0
2264,78732,09/2021,0
2265,78732,10/2021,0
2266,78732,11/2021,1
2267,78732,12/2021,0
2268,78732,01/2022,3
2269,78732,02/2022,9
2270,78732,03/2022,5
2271,78732,04/2022,3
2272,78732,05/2022,2
2273,78732,06/2022,1
2274,78732,07/2022,1
2275,78732,08/2022,13
2276,78732,09/2022,12
2277,78732,10/2022,17
2278,78732,11/2022,7
2279,78732,12/2022,1
2280,78732,01/2023,9
2281,78732,02/2023,4
2282,78732,03/2023,7
2283,78732,04/2023,10
2284,78732,05/2023,3
2285,78732,06/2023,1
2286,78732,07/2023,1
2287,78732,08/2023,0
2288,78733,01/2020,0
2289,78733,02/2020,0
2290,78733,03/2020,1
2291,78733,04/2020,0
2292,78733,05/2020,0
2293,78733,06/2020,1
2294,78733,07/2020,0
2295,78733,08/2020,0
2296,78733,09/2020,0
2297,78733,10/2020,1
2298,78733,11/2020,0
2299,78733,12/2020,1
2300,78733,01/2021,0
2301,78733,02/2021,0
2302,78733,03/2021,0
2303,78733,04/2021,0
2304,78733,05/2021,0
2305,78733,06/2021,0
2306,78733,07/2021,0
2307,78733,08/2021,1
2308,78733,09/2021,0
2309,78733,10/2021,0
2310,78733,11/2021,0
2311,78733,12/2021,0
2312,78733,01/2022,0
2313,78733,02/2022,1
2314,78733,03/2022,0
2315,78733,04/2022,1
2316,78733,05/2022,0
2317,78733,06/2022,0
2318,78733,07/2022,2
2319,78733,08/2022,2
2320,78733,09/2022,1
2321,78733,10/2022,0
2322,78733,11/2022,0
2323,78733,12/2022,0
2324,78733,01/2023,0
2325,78733,02/2023,1
2326,78733,03/2023,1
2327,78733,04/2023,0
2328,78733,05/2023,1
2329,78733,06/2023,0
2330,78733,07/2023,1
2331,78733,08/2023,0
2332,78734,01/2020,5
2333,78734,02/2020,2
2334,78734,03/2020,8
2335,78734,04/2020,1
2336,78734,05/2020,0
2337,78734,06/2020,4
2338,78734,07/2020,0
2339,78734,08/2020,1
2340,78734,09/2020,0
2341,78734,10/2020,3
2342,78734,11/2020,3
2343,78734,12/2020,1
2344,78734,01/2021,1
2345,78734,02/2021,1
2346,78734,03/2021,0
2347,78734,04/2021,3
2348,78734,05/2021,2
2349,78734,06/2021,3
2350,78734,07/2021,2
2351,78734,08/2021,1
2352,78734,09/2021,3
2353,78734,10/2021,4
2354,78734,11/2021,4
2355,78734,12/2021,3
2356,78734,01/2022,1
2357,78734,02/2022,1
2358,78734,03/2022,3
2359,78734,04/2022,7
2360,78734,05/2022,1
2361,78734,06/2022,3
2362,78734,07/2022,2
2363,78734,08/2022,5
2364,78734,09/2022,2
2365,78734,10/2022,4
2366,78734,11/2022,2
2367,78734,12/2022,7
2368,78734,01/2023,3
2369,78734,02/2023,4
2370,78734,03/2023,1
2371,78734,04/2023,0
2372,78734,05/2023,3
2373,78734,06/2023,1
2374,78734,07/2023,1
2375,78734,08/2023,0
2376,78735,01/2020,9
2377,78735,02/2020,2
2378,78735,03/2020,2
2379,78735,04/2020,0
2380,78735,05/2020,0
2381,78735,06/2020,0
2382,78735,07/2020,0
2383,78735,08/2020,0
2384,78735,09/2020,1
2385,78735,10/2020,0
2386,78735,11/2020,1
2387,78735,12/2020,0
2388,78735,01/2021,0
2389,78735,02/2021,0
2390,78735,03/2021,0
2391,78735,04/2021,1
2392,78735,05/2021,0
2393,78735,06/2021,0
2394,78735,07/2021,0
2395,78735,08/2021,1
2396,78735,09/2021,0
2397,78735,10/2021,0
2398,78735,11/2021,0
2399,78735,12/2021,0
2400,78735,01/2022,4
2401,78735,02/2022,6
2402,78735,03/2022,12
2403,78735,04/2022,12
2404,78735,05/2022,5
2405,78735,06/2022,3
2406,78735,07/2022,7
2407,78735,08/2022,12
2408,78735,09/2022,7
2409,78735,10/2022,5
2410,78735,11/2022,1
2411,78735,12/2022,6
2412,78735,01/2023,2
2413,78735,02/2023,9
2414,78735,03/2023,10
2415,78735,04/2023,8
2416,78735,05/2023,4
2417,78735,06/2023,12
2418,78735,07/2023,6
2419,78735,08/2023,3
2420,78736,01/2020,2
2421,78736,02/2020,4
2422,78736,03/2020,3
2423,78736,04/2020,0
2424,78736,05/2020,0
2425,78736,06/2020,0
2426,78736,07/2020,1
2427,78736,08/2020,0
2428,78736,09/2020,0
2429,78736,10/2020,1
2430,78736,11/2020,0
2431,78736,12/2020,1
2432,78736,01/2021,0
2433,78736,02/2021,0
2434,78736,03/2021,1
2435,78736,04/2021,0
2436,78736,05/2021,0
2437,78736,06/2021,0
2438,78736,07/2021,0
2439,78736,08/2021,1
2440,78736,09/2021,2
2441,78736,10/2021,0
2442,78736,11/2021,0
2443,78736,12/2021,2
2444,78736,01/2022,2
2445,78736,02/2022,0
2446,78736,03/2022,3
2447,78736,04/2022,1
2448,78736,05/2022,0
2449,78736,06/2022,2
2450,78736,07/2022,1
2451,78736,08/2022,5
2452,78736,09/2022,2
2453,78736,10/2022,2
2454,78736,11/2022,2
2455,78736,12/2022,1
2456,78736,01/2023,1
2457,78736,02/2023,2
2458,78736,03/2023,0
2459,78736,04/2023,3
2460,78736,05/2023,1
2461,78736,06/2023,0
2462,78736,07/2023,0
2463,78736,08/2023,0
2464,78737,01/2020,1
2465,78737,02/2020,0
2466,78737,03/2020,0
2467,78737,04/2020,0
2468,78737,05/2020,0
2469,78737,06/2020,2
2470,78737,07/2020,0
2471,78737,08/2020,0
2472,78737,09/2020,0
2473,78737,10/2020,0
2474,78737,11/2020,0
2475,78737,12/2020,0
2476,78737,01/2021,0
2477,78737,02/2021,0
2478,78737,03/2021,0
2479,78737,04/2021,0
2480,78737,05/2021,0
2481,78737,06/2021,0
2482,78737,07/2021,0
2483,78737,08/2021,0
2484,78737,09/2021,0
2485,78737,10/2021,0
2486,78737,11/2021,0
2487,78737,12/2021,1
2488,78737,01/2022,0
2489,78737,02/2022,0
2490,78737,03/2022,0
2491,78737,04/2022,1
2492,78737,05/2022,2
2493,78737,06/2022,0
2494,78737,07/2022,1
2495,78737,08/2022,0
2496,78737,09/2022,0
2497,78737,10/2022,0
2498,78737,11/2022,0
2499,78737,12/2022,0
2500,78737,01/2023,0
2501,78737,02/2023,0
2502,78737,03/2023,0
2503,78737,04/2023,0
2504,78737,05/2023,0
2505,78737,06/2023,0
2506,78737,07/2023,0
2507,78737,08/2023,0
2508,78738,01/2020,12
2509,78738,02/2020,5
2510,78738,03/2020,2
2511,78738,04/2020,0
2512,78738,05/2020,0
2513,78738,06/2020,0
2514,78738,07/2020,0
2515,78738,08/2020,0
2516,78738,09/2020,3
2517,78738,10/2020,1
2518,78738,11/2020,2
2519,78738,12/2020,0
2520,78738,01/2021,2
2521,78738,02/2021,0
2522,78738,03/2021,0
2523,78738,04/2021,0
2524,78738,05/2021,0
2525,78738,06/2021,1
2526,78738,07/2021,1
2527,78738,08/2021,0
2528,78738,09/2021,1
2529,78738,10/2021,2
2530,78738,11/2021,2
2531,78738,12/2021,4
2532,78738,01/2022,0
2533,78738,02/2022,3
2534,78738,03/2022,5
2535,78738,04/2022,2
2536,78738,05/2022,4
2537,78738,06/2022,2
2538,78738,07/2022,1
2539,78738,08/2022,5
2540,78738,09/2022,3
2541,78738,10/2022,9
2542,78738,11/2022,1
2543,78738,12/2022,3
2544,78738,01/2023,6
2545,78738,02/2023,5
2546,78738,03/2023,7
2547,78738,04/2023,1
2548,78738,05/2023,2
2549,78738,06/2023,2
2550,78738,07/2023,5
2551,78738,08/2023,0
2552,78739,01/2020,1
2553,78739,02/2020,0
2554,78739,03/2020,0
2555,78739,04/2020,0
2556,78739,05/2020,0
2557,78739,06/2020,0
2558,78739,07/2020,0
2559,78739,08/2020,0
2560,78739,09/2020,0
2561,78739,10/2020,0
2562,78739,11/2020,0
2563,78739,12/2020,0
2564,78739,01/2021,0
2565,78739,02/2021,2
2566,78739,03/2021,1
2567,78739,04/2021,0
2568,78739,05/2021,0
2569,78739,06/2021,0
2570,78739,07/2021,0
2571,78739,08/2021,0
2572,78739,09/2021,0
2573,78739,10/2021,0
2574,78739,11/2021,0
2575,78739,12/2021,0
2576,78739,01/2022,0
2577,78739,02/2022,0
2578,78739,03/2022,0
2579,78739,04/2022,0
2580,78739,05/2022,0
2581,78739,06/2022,0
2582,78739,07/2022,0
2583,78739,08/2022,1
2584,78739,09/2022,0
2585,78739,10/2022,0
2586,78739,11/2022,0
2587,78739,12/2022,0
2588,78739,01/2023,1
2589,78739,02/2023,0
2590,78739,03/2023,0
2591,78739,04/2023,0
2592,78739,05/2023,0
2593,78739,06/2023,0
2594,78739,07/2023,0
2595,78739,08/2023,0
2596,78741,01/2020,116
2597,78741,02/2020,95
2598,78741,03/2020,90
2599,78741,04/2020,3
2600,78741,05/2020,4
2601,78741,06/2020,12
2602,78741,07/2020,6
2603,78741,08/2020,4
2604,78741,09/2020,4
2605,78741,10/2020,0
2606,78741,11/2020,2
2607,78741,12/2020,1
2608,78741,01/2021,9
2609,78741,02/2021,5
2610,78741,03/2021,5
2611,78741,04/2021,4
2612,78741,05/2021,4
2613,78741,06/2021,7
2614,78741,07/2021,7
2615,78741,08/2021,5
2616,78741,09/2021,23
2617,78741,10/2021,17
2618,78741,11/2021,21
2619,78741,12/2021,27
2620,78741,01/2022,43
2621,78741,02/2022,75
2622,78741,03/2022,110
2623,78741,04/2022,112
2624,78741,05/2022,71
2625,78741,06/2022,91
2626,78741,07/2022,101
2627,78741,08/2022,69
2628,78741,09/2022,111
2629,78741,10/2022,71
2630,78741,11/2022,62
2631,78741,12/2022,25
2632,78741,01/2023,69
2633,78741,02/2023,56
2634,78741,03/2023,74
2635,78741,04/2023,86
2636,78741,05/2023,58
2637,78741,06/2023,78
2638,78741,07/2023,72
2639,78741,08/2023,2
2640,78742,01/2020,1
2641,78742,02/2020,0
2642,78742,03/2020,0
2643,78742,04/2020,0
2644,78742,05/2020,0
2645,78742,06/2020,0
2646,78742,07/2020,0
2647,78742,08/2020,0
2648,78742,09/2020,0
2649,78742,10/2020,0
2650,78742,11/2020,0
2651,78742,12/2020,0
2652,78742,01/2021,0
2653,78742,02/2021,0
2654,78742,03/2021,0
2655,78742,04/2021,0
2656,78742,05/2021,0
2657,78742,06/2021,0
2658,78742,07/2021,0
2659,78742,08/2021,1
2660,78742,09/2021,1
2661,78742,10/2021,0
2662,78742,11/2021,0
2663,78742,12/2021,0
2664,78742,01/2022,1
2665,78742,02/2022,2
2666,78742,03/2022,6
2667,78742,04/2022,0
2668,78742,05/2022,0
2669,78742,06/2022,0
2670,78742,07/2022,0
2671,78742,08/2022,3
2672,78742,09/2022,0
2673,78742,10/2022,1
2674,78742,11/2022,0
2675,78742,12/2022,1
2676,78742,01/2023,0
2677,78742,02/2023,0
2678,78742,03/2023,0
2679,78742,04/2023,2
2680,78742,05/2023,1
2681,78742,06/2023,0
2682,78742,07/2023,0
2683,78742,08/2023,0
2684,78744,01/2020,69
2685,78744,02/2020,60
2686,78744,03/2020,34
2687,78744,04/2020,0
2688,78744,05/2020,1
2689,78744,06/2020,6
2690,78744,07/2020,3
2691,78744,08/2020,3
2692,78744,09/2020,5
2693,78744,10/2020,4
2694,78744,11/2020,8
2695,78744,12/2020,1
2696,78744,01/2021,2
2697,78744,02/2021,4
2698,78744,03/2021,13
2699,78744,04/2021,6
2700,78744,05/2021,7
2701,78744,06/2021,6
2702,78744,07/2021,8
2703,78744,08/2021,11
2704,78744,09/2021,7
2705,78744,10/2021,12
2706,78744,11/2021,18
2707,78744,12/2021,15
2708,78744,01/2022,41
2709,78744,02/2022,42
2710,78744,03/2022,65
2711,78744,04/2022,54
2712,78744,05/2022,48
2713,78744,06/2022,46
2714,78744,07/2022,29
2715,78744,08/2022,31
2716,78744,09/2022,37
2717,78744,10/2022,41
2718,78744,11/2022,42
2719,78744,12/2022,20
2720,78744,01/2023,50
2721,78744,02/2023,40
2722,78744,03/2023,35
2723,78744,04/2023,41
2724,78744,05/2023,37
2725,78744,06/2023,52
2726,78744,07/2023,51
2727,78744,08/2023,5
2728,78745,01/2020,48
2729,78745,02/2020,46
2730,78745,03/2020,25
2731,78745,04/2020,2
2732,78745,05/2020,3
2733,78745,06/2020,7
2734,78745,07/2020,2
2735,78745,08/2020,3
2736,78745,09/2020,3
2737,78745,10/2020,2
2738,78745,11/2020,2
2739,78745,12/2020,2
2740,78745,01/2021,6
2741,78745,02/2021,0
2742,78745,03/2021,2
2743,78745,04/2021,12
2744,78745,05/2021,0
2745,78745,06/2021,1
2746,78745,07/2021,5
2747,78745,08/2021,6
2748,78745,09/2021,3
2749,78745,10/2021,13
2750,78745,11/2021,9
2751,78745,12/2021,11
2752,78745,01/2022,14
2753,78745,02/2022,33
2754,78745,03/2022,38
2755,78745,04/2022,71
2756,78745,05/2022,45
2757,78745,06/2022,41
2758,78745,07/2022,45
2759,78745,08/2022,50
2760,78745,09/2022,39
2761,78745,10/2022,45
2762,78745,11/2022,28
2763,78745,12/2022,24
2764,78745,01/2023,35
2765,78745,02/2023,28
2766,78745,03/2023,33
2767,78745,04/2023,26
2768,78745,05/2023,32
2769,78745,06/2023,36
2770,78745,07/2023,46
2771,78745,08/2023,3
2772,78746,01/2020,2
2773,78746,02/2020,1
2774,78746,03/2020,0
2775,78746,04/2020,0
2776,78746,05/2020,0
2777,78746,06/2020,0
2778,78746,07/2020,0
2779,78746,08/2020,0
2780,78746,09/2020,0
2781,78746,10/2020,0
2782,78746,11/2020,1
2783,78746,12/2020,0
2784,78746,01/2021,2
2785,78746,02/2021,0
2786,78746,03/2021,0
2787,78746,04/2021,1
2788,78746,05/2021,0
2789,78746,06/2021,0
2790,78746,07/2021,1
2791,78746,08/2021,1
2792,78746,09/2021,1
2793,78746,10/2021,0
2794,78746,11/2021,0
2795,78746,12/2021,2
2796,78746,01/2022,0
2797,78746,02/2022,1
2798,78746,03/2022,2
2799,78746,04/2022,3
2800,78746,05/2022,4
2801,78746,06/2022,1
2802,78746,07/2022,1
2803,78746,08/2022,6
2804,78746,09/2022,2
2805,78746,10/2022,2
2806,78746,11/2022,3
2807,78746,12/2022,3
2808,78746,01/2023,2
2809,78746,02/2023,7
2810,78746,03/2023,2
2811,78746,04/2023,3
2812,78746,05/2023,5
2813,78746,06/2023,3
2814,78746,07/2023,1
2815,78746,08/2023,0
2816,78747,01/2020,17
2817,78747,02/2020,19
2818,78747,03/2020,6
2819,78747,04/2020,0
2820,78747,05/2020,0
2821,78747,06/2020,2
2822,78747,07/2020,0
2823,78747,08/2020,1
2824,78747,09/2020,0
2825,78747,10/2020,0
2826,78747,11/2020,0
2827,78747,12/2020,1
2828,78747,01/2021,1
2829,78747,02/2021,1
2830,78747,03/2021,2
2831,78747,04/2021,1
2832,78747,05/2021,1
2833,78747,06/2021,2
2834,78747,07/2021,2
2835,78747,08/2021,3
2836,78747,09/2021,4
2837,78747,10/2021,5
2838,78747,11/2021,2
2839,78747,12/2021,1
2840,78747,01/2022,13
2841,78747,02/2022,9
2842,78747,03/2022,13
2843,78747,04/2022,21
2844,78747,05/2022,26
2845,78747,06/2022,6
2846,78747,07/2022,30
2847,78747,08/2022,15
2848,78747,09/2022,20
2849,78747,10/2022,15
2850,78747,11/2022,17
2851,78747,12/2022,12
2852,78747,01/2023,25
2853,78747,02/2023,29
2854,78747,03/2023,11
2855,78747,04/2023,14
2856,78747,05/2023,13
2857,78747,06/2023,18
2858,78747,07/2023,26
2859,78747,08/2023,2
2860,78748,01/2020,45
2861,78748,02/2020,32
2862,78748,03/2020,15
2863,78748,04/2020,0
2864,78748,05/2020,2
2865,78748,06/2020,2
2866,78748,07/2020,2
2867,78748,08/2020,3
2868,78748,09/2020,1
2869,78748,10/2020,5
2870,78748,11/2020,1
2871,78748,12/2020,2
2872,78748,01/2021,1
2873,78748,02/2021,2
2874,78748,03/2021,1
2875,78748,04/2021,2
2876,78748,05/2021,0
2877,78748,06/2021,1
2878,78748,07/2021,1
2879,78748,08/2021,3
2880,78748,09/2021,3
2881,78748,10/2021,2
2882,78748,11/2021,6
2883,78748,12/2021,10
2884,78748,01/2022,8
2885,78748,02/2022,11
2886,78748,03/2022,22
2887,78748,04/2022,21
2888,78748,05/2022,17
2889,78748,06/2022,27
2890,78748,07/2022,33
2891,78748,08/2022,16
2892,78748,09/2022,15
2893,78748,10/2022,28
2894,78748,11/2022,21
2895,78748,12/2022,20
2896,78748,01/2023,23
2897,78748,02/2023,27
2898,78748,03/2023,21
2899,78748,04/2023,19
2900,78748,05/2023,25
2901,78748,06/2023,22
2902,78748,07/2023,22
2903,78748,08/2023,0
2904,78749,01/2020,9
2905,78749,02/2020,7
2906,78749,03/2020,5
2907,78749,04/2020,0
2908,78749,05/2020,0
2909,78749,06/2020,3
2910,78749,07/2020,1
2911,78749,08/2020,0
2912,78749,09/2020,0
2913,78749,10/2020,0
2914,78749,11/2020,0
2915,78749,12/2020,0
2916,78749,01/2021,1
2917,78749,02/2021,0
2918,78749,03/2021,0
2919,78749,04/2021,1
2920,78749,05/2021,0
2921,78749,06/2021,0
2922,78749,07/2021,2
2923,78749,08/2021,2
2924,78749,09/2021,1
2925,78749,10/2021,0
2926,78749,11/2021,0
2927,78749,12/2021,1
2928,78749,01/2022,2
2929,78749,02/2022,12
2930,78749,03/2022,19
2931,78749,04/2022,2
2932,78749,05/2022,8
2933,78749,06/2022,10
2934,78749,07/2022,3
2935,78749,08/2022,6
2936,78749,09/2022,8
2937,78749,10/2022,6
2938,78749,11/2022,3
2939,78749,12/2022,2
2940,78749,01/2023,8
2941,78749,02/2023,4
2942,78749,03/2023,7
2943,78749,04/2023,6
2944,78749,05/2023,7
2945,78749,06/2023,4
2946,78749,07/2023,4
2947,78749,08/2023,1
2948,78750,01/2020,6
2949,78750,02/2020,7
2950,78750,03/2020,2
2951,78750,04/2020,0
2952,78750,05/2020,0
2953,78750,06/2020,0
2954,78750,07/2020,0
2955,78750,08/2020,0
2956,78750,09/2020,0
2957,78750,10/2020,0
2958,78750,11/2020,0
2959,78750,12/2020,1
2960,78750,01/2021,1
2961,78750,02/2021,0
2962,78750,03/2021,0
2963,78750,04/2021,0
2964,78750,05/2021,0
2965,78750,06/2021,0
2966,78750,07/2021,0
2967,78750,08/2021,0
2968,78750,09/2021,0
2969,78750,10/2021,0
2970,78750,11/2021,0
2971,78750,12/2021,3
2972,78750,01/2022,1
2973,78750,02/2022,2
2974,78750,03/2022,2
2975,78750,04/2022,2
2976,78750,05/2022,1
2977,78750,06/2022,5
2978,78750,07/2022,0
2979,78750,08/2022,4
2980,78750,09/2022,8
2981,78750,10/2022,1
2982,78750,11/2022,0
2983,78750,12/2022,0
2984,78750,01/2023,2
2985,78750,02/2023,4
2986,78750,03/2023,5
2987,78750,04/2023,2
2988,78750,05/2023,0
2989,78750,06/2023,5
2990,78750,07/2023,8
2991,78750,08/2023,0
2992,78751,01/2020,14
2993,78751,02/2020,10
2994,78751,03/2020,2
2995,78751,04/2020,0
2996,78751,05/2020,0
2997,78751,06/2020,1
2998,78751,07/2020,1
2999,78751,08/2020,1
3000,78751,09/2020,1
3001,78751,10/2020,1
3002,78751,11/2020,1
3003,78751,12/2020,0
3004,78751,01/2021,1
3005,78751,02/2021,0
3006,78751,03/2021,1
3007,78751,04/2021,0
3008,78751,05/2021,1
3009,78751,06/2021,1
3010,78751,07/2021,2
3011,78751,08/2021,1
3012,78751,09/2021,2
3013,78751,10/2021,4
3014,78751,11/2021,5
3015,78751,12/2021,3
3016,78751,01/2022,3
3017,78751,02/2022,4
3018,78751,03/2022,13
3019,78751,04/2022,12
3020,78751,05/2022,12
3021,78751,06/2022,12
3022,78751,07/2022,8
3023,78751,08/2022,11
3024,78751,09/2022,6
3025,78751,10/2022,13
3026,78751,11/2022,16
3027,78751,12/2022,2
3028,78751,01/2023,13
3029,78751,02/2023,8
3030,78751,03/2023,5
3031,78751,04/2023,5
3032,78751,05/2023,6
3033,78751,06/2023,8
3034,78751,07/2023,12
3035,78751,08/2023,2
3036,78752,01/2020,13
3037,78752,02/2020,43
3038,78752,03/2020,25
3039,78752,04/2020,0
3040,78752,05/2020,0
3041,78752,06/2020,1
3042,78752,07/2020,2
3043,78752,08/2020,2
3044,78752,09/2020,0
3045,78752,10/2020,1
3046,78752,11/2020,2
3047,78752,12/2020,2
3048,78752,01/2021,1
3049,78752,02/2021,2
3050,78752,03/2021,1
3051,78752,04/2021,2
3052,78752,05/2021,2
3053,78752,06/2021,8
3054,78752,07/2021,1
3055,78752,08/2021,1
3056,78752,09/2021,0
3057,78752,10/2021,2
3058,78752,11/2021,3
3059,78752,12/2021,8
3060,78752,01/2022,8
3061,78752,02/2022,22
3062,78752,03/2022,24
3063,78752,04/2022,15
3064,78752,05/2022,26
3065,78752,06/2022,7
3066,78752,07/2022,10
3067,78752,08/2022,21
3068,78752,09/2022,17
3069,78752,10/2022,15
3070,78752,11/2022,10
3071,78752,12/2022,8
3072,78752,01/2023,12
3073,78752,02/2023,18
3074,78752,03/2023,37
3075,78752,04/2023,20
3076,78752,05/2023,13
3077,78752,06/2023,9
3078,78752,07/2023,24
3079,78752,08/2023,2
3080,78753,01/2020,128
3081,78753,02/2020,118
3082,78753,03/2020,67
3083,78753,04/2020,1
3084,78753,05/2020,2
3085,78753,06/2020,9
3086,78753,07/2020,9
3087,78753,08/2020,5
3088,78753,09/2020,4
3089,78753,10/2020,7
3090,78753,11/2020,11
3091,78753,12/2020,3
3092,78753,01/2021,1
3093,78753,02/2021,3
3094,78753,03/2021,5
3095,78753,04/2021,7
3096,78753,05/2021,4
3097,78753,06/2021,10
3098,78753,07/2021,8
3099,78753,08/2021,14
3100,78753,09/2021,15
3101,78753,10/2021,6
3102,78753,11/2021,15
3103,78753,12/2021,19
3104,78753,01/2022,35
3105,78753,02/2022,56
3106,78753,03/2022,68
3107,78753,04/2022,80
3108,78753,05/2022,78
3109,78753,06/2022,65
3110,78753,07/2022,46
3111,78753,08/2022,95
3112,78753,09/2022,46
3113,78753,10/2022,77
3114,78753,11/2022,32
3115,78753,12/2022,44
3116,78753,01/2023,49
3117,78753,02/2023,95
3118,78753,03/2023,75
3119,78753,04/2023,87
3120,78753,05/2023,100
3121,78753,06/2023,91
3122,78753,07/2023,67
3123,78753,08/2023,11
3124,78754,01/2020,26
3125,78754,02/2020,29
3126,78754,03/2020,23
3127,78754,04/2020,0
3128,78754,05/2020,0
3129,78754,06/2020,3
3130,78754,07/2020,0
3131,78754,08/2020,2
3132,78754,09/2020,3
3133,78754,10/2020,2
3134,78754,11/2020,2
3135,78754,12/2020,4
3136,78754,01/2021,0
3137,78754,02/2021,1
3138,78754,03/2021,0
3139,78754,04/2021,0
3140,78754,05/2021,1
3141,78754,06/2021,4
3142,78754,07/2021,4
3143,78754,08/2021,3
3144,78754,09/2021,5
3145,78754,10/2021,1
3146,78754,11/2021,14
3147,78754,12/2021,12
3148,78754,01/2022,2
3149,78754,02/2022,15
3150,78754,03/2022,13
3151,78754,04/2022,20
3152,78754,05/2022,10
3153,78754,06/2022,14
3154,78754,07/2022,24
3155,78754,08/2022,25
3156,78754,09/2022,9
3157,78754,10/2022,20
3158,78754,11/2022,12
3159,78754,12/2022,17
3160,78754,01/2023,12
3161,78754,02/2023,17
3162,78754,03/2023,19
3163,78754,04/2023,23
3164,78754,05/2023,23
3165,78754,06/2023,26
3166,78754,07/2023,23
3167,78754,08/2023,3
3168,78755,01/2020,0
3169,78755,02/2020,0
3170,78755,03/2020,0
3171,78755,04/2020,0
3172,78755,05/2020,0
3173,78755,06/2020,0
3174,78755,07/2020,0
3175,78755,08/2020,0
3176,78755,09/2020,0
3177,78755,10/2020,0
3178,78755,11/2020,0
3179,78755,12/2020,0
3180,78755,01/2021,0
3181,78755,02/2021,0
3182,78755,03/2021,0
3183,78755,04/2021,0
3184,78755,05/2021,0
3185,78755,06/2021,0
3186,78755,07/2021,0
3187,78755,08/2021,0
3188,78755,09/2021,0
3189,78755,10/2021,0
3190,78755,11/2021,0
3191,78755,12/2021,0
3192,78755,01/2022,0
3193,78755,02/2022,0
3194,78755,03/2022,0
3195,78755,04/2022,0
3196,78755,05/2022,0
3197,78755,06/2022,0
3198,78755,07/2022,0
3199,78755,08/2022,0
3200,78755,09/2022,0
3201,78755,10/2022,0
3202,78755,11/2022,0
3203,78755,12/2022,0
3204,78755,01/2023,0
3205,78755,02/2023,0
3206,78755,03/2023,0
3207,78755,04/2023,0
3208,78755,05/2023,0
3209,78755,06/2023,0
3210,78755,07/2023,0
3211,78755,08/2023,0
3212,78756,01/2020,2
3213,78756,02/2020,4
3214,78756,03/2020,2
3215,78756,04/2020,0
3216,78756,05/2020,2
3217,78756,06/2020,0
3218,78756,07/2020,0
3219,78756,08/2020,1
3220,78756,09/2020,1
3221,78756,10/2020,1
3222,78756,11/2020,1
3223,78756,12/2020,0
3224,78756,01/2021,0
3225,78756,02/2021,0
3226,78756,03/2021,0
3227,78756,04/2021,2
3228,78756,05/2021,0
3229,78756,06/2021,2
3230,78756,07/2021,0
3231,78756,08/2021,0
3232,78756,09/2021,1
3233,78756,10/2021,5
3234,78756,11/2021,0
3235,78756,12/2021,0
3236,78756,01/2022,3
3237,78756,02/2022,4
3238,78756,03/2022,1
3239,78756,04/2022,9
3240,78756,05/2022,3
3241,78756,06/2022,7
3242,78756,07/2022,11
3243,78756,08/2022,0
3244,78756,09/2022,5
3245,78756,10/2022,4
3246,78756,11/2022,9
3247,78756,12/2022,3
3248,78756,01/2023,1
3249,78756,02/2023,3
3250,78756,03/2023,0
3251,78756,04/2023,2
3252,78756,05/2023,4
3253,78756,06/2023,5
3254,78756,07/2023,3
3255,78756,08/2023,1
3256,78757,01/2020,12
3257,78757,02/2020,21
3258,78757,03/2020,8
3259,78757,04/2020,1
3260,78757,05/2020,0
3261,78757,06/2020,2
3262,78757,07/2020,0
3263,78757,08/2020,0
3264,78757,09/2020,0
3265,78757,10/2020,2
3266,78757,11/2020,1
3267,78757,12/2020,1
3268,78757,01/2021,2
3269,78757,02/2021,1
3270,78757,03/2021,1
3271,78757,04/2021,5
3272,78757,05/2021,4
3273,78757,06/2021,4
3274,78757,07/2021,4
3275,78757,08/2021,1
3276,78757,09/2021,1
3277,78757,10/2021,3
3278,78757,11/2021,1
3279,78757,12/2021,5
3280,78757,01/2022,9
3281,78757,02/2022,13
3282,78757,03/2022,13
3283,78757,04/2022,20
3284,78757,05/2022,10
3285,78757,06/2022,13
3286,78757,07/2022,7
3287,78757,08/2022,10
3288,78757,09/2022,13
3289,78757,10/2022,3
3290,78757,11/2022,8
3291,78757,12/2022,6
3292,78757,01/2023,10
3293,78757,02/2023,2
3294,78757,03/2023,8
3295,78757,04/2023,6
3296,78757,05/2023,5
3297,78757,06/2023,5
3298,78757,07/2023,6
